Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    June 30, 1995
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
AARON RENTS INC                                               10-K/A      706688      1995-04-25  edgar/data/706688/0000706688-95-000004.txt          
AARP CASH INVESTMENT FUNDS                                    N-30D       713331      1995-05-25  edgar/data/713331/0000713331-95-000002.txt          
AARP CASH INVESTMENT FUNDS                                    NSAR-A      713331      1995-05-26  edgar/data/713331/0000713331-95-000006.txt          
AARP GROWTH TRUST                                             N-30D       747676      1995-05-25  edgar/data/747676/0000713331-95-000003.txt          
AARP GROWTH TRUST                                             NSAR-A      747676      1995-05-26  edgar/data/747676/0000747676-95-000003.txt          
AARP INCOME TRUST                                             497         747677      1995-04-28  edgar/data/747677/0000747677-95-000003.txt          
AARP INCOME TRUST                                             N-30D       747677      1995-05-25  edgar/data/747677/0000713331-95-000004.txt          
AARP INCOME TRUST                                             NSAR-A      747677      1995-05-26  edgar/data/747677/0000747677-95-000004.txt          
AARP TAX FREE INCOME TRUST                                    N-30D       747678      1995-05-25  edgar/data/747678/0000713331-95-000005.txt          
AARP TAX FREE INCOME TRUST                                    NSAR-A      747678      1995-05-26  edgar/data/747678/0000747677-95-000005.txt          
ABBOTT LABORATORIES                                           10-Q        1800        1995-05-09  edgar/data/1800/0000912057-95-003401.txt            
ABBOTT LABORATORIES                                           424B2       1800        1995-05-11  edgar/data/1800/0000912057-95-003524.txt            
ABC BANCORP                                                   10QSB       351569      1995-05-15  edgar/data/351569/0000931763-95-000089.txt          
ABC BANCORP                                                   DEF 14A     351569      1995-04-05  edgar/data/351569/0000931763-95-000058.txt          
ABIGAIL ADAMS NATIONAL BANCORP INC                            10QSB       356809      1995-05-15  edgar/data/356809/0000950133-95-000283.txt          
ABIOMED INC                                                   10-K        815094      1995-06-27  edgar/data/815094/0000950109-95-002477.txt          
ABIOMED INC                                                   10-K/A      815094      1995-04-12  edgar/data/815094/0000950109-95-001223.txt          
ABIOMED INC                                                   PRE 14A     815094      1995-06-19  edgar/data/815094/0000950109-95-002375.txt          
ABIOMED INC                                                   S-3/A       815094      1995-04-12  edgar/data/815094/0000950109-95-001222.txt          
ABIOMED INC                                                   SC 13D      815094      1995-05-15  edgar/data/815094/0000927016-95-000070.txt          
ABIOMED LTD PARTNERSHIP                                       SC 13D      768078      1995-05-15  edgar/data/768078/0000927016-95-000070.txt          
ABM INDUSTRIES INC /DE/                                       10-Q        771497      1995-06-13  edgar/data/771497/0000912057-95-004581.txt          
ABRAXAS PETROLEUM CORP                                        SC 13G      867665      1995-06-07  edgar/data/867665/0000950168-95-000493.txt          
ABS INDUSTRIES INC /DE/                                       10-Q        313368      1995-06-14  edgar/data/313368/0000950152-95-001263.txt          
ABT GROWTH & INCOME TRUST                                     PRER14A     201066      1995-05-19  edgar/data/201066/0000836375-95-000012.txt          
ABT INVESTMENT SERIES INC                                     PRER14A     701164      1995-05-19  edgar/data/701164/0000836375-95-000012.txt          
ABT SOUTHERN MASTER TRUST                                     PRER14A     814082      1995-05-19  edgar/data/814082/0000836375-95-000012.txt          
ABT UTILITY INCOME FUND INC                                   PRER14A     37618       1995-05-19  edgar/data/37618/0000836375-95-000012.txt           
ACC CORP                                                      10-C        783233      1995-04-13  edgar/data/783233/0000927550-95-000018.txt          
ACC CORP                                                      10-K/A      783233      1995-04-27  edgar/data/783233/0000927550-95-000021.txt          
ACC CORP                                                      10-Q        783233      1995-05-15  edgar/data/783233/0000927550-95-000025.txt          
ACC CORP                                                      8-K         783233      1995-04-13  edgar/data/783233/0000927550-95-000017.txt          
ACC CORP                                                      8-K         783233      1995-06-22  edgar/data/783233/0000927550-95-000033.txt          
ACC CORP                                                      DEF 14A     783233      1995-06-13  edgar/data/783233/0000927550-95-000030.txt          
ACC CORP                                                      PRE 14A     783233      1995-04-11  edgar/data/783233/0000927550-95-000016.txt          
ACC CORP                                                      SC 13D      783233      1995-05-31  edgar/data/783233/0000897908-95-000012.txt          
ACCEPTANCE INSURANCE COMPANIES INC                            10-Q        74783       1995-05-15  edgar/data/74783/0000074783-95-000008.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            DEF 14A     74783       1995-04-28  edgar/data/74783/0000074783-95-000006.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            NT 11-K     74783       1995-06-27  edgar/data/74783/0000074783-95-000010.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            PRE 14A     74783       1995-04-11  edgar/data/74783/0000074783-95-000005.txt           
ACCLAIM ENTERTAINMENT INC                                     10-Q        804888      1995-04-10  edgar/data/804888/0000889812-95-000116.txt          
ACCLAIM ENTERTAINMENT INC                                     S-3         804888      1995-06-02  edgar/data/804888/0000889812-95-000288.txt          
ACCLAIM ENTERTAINMENT INC                                     S-4         804888      1995-04-27  edgar/data/804888/0000889812-95-000150.txt          
ACCLAIM ENTERTAINMENT INC                                     S-4/A       804888      1995-06-19  edgar/data/804888/0000889812-95-000309.txt          
ACCLAIM ENTERTAINMENT INC                                     S-4/A       804888      1995-06-20  edgar/data/804888/0000889812-95-000336.txt          
ACCLAIM ENTERTAINMENT INC                                     S-8         804888      1995-05-19  edgar/data/804888/0000889812-95-000232.txt          
ACCLAIM ENTERTAINMENT INC                                     S-8         804888      1995-05-19  edgar/data/804888/0000889812-95-000233.txt          
ACCOLADE FUNDS                                                NSAR-A      902042      1995-05-11  edgar/data/902042/0000902042-95-000004.txt          
ACE HARDWARE CORP                                             10-K/A      2024        1995-05-10  edgar/data/2024/0000002024-95-000041.txt            
ACE HARDWARE CORP                                             10-Q        2024        1995-05-15  edgar/data/2024/0000002024-95-000047.txt            
ACE HARDWARE CORP                                             S-2/A       2024        1995-04-26  edgar/data/2024/0000002024-95-000029.txt            
ACE HARDWARE CORP                                             S-2/A       2024        1995-05-03  edgar/data/2024/0000002024-95-000034.txt            
ACE HARDWARE CORP                                             S-2/A       2024        1995-05-05  edgar/data/2024/0000002024-95-000038.txt            
ACETO CORP                                                    10-Q        2034        1995-05-10  edgar/data/2034/0000002034-95-000004.txt            
ACKERLEY COMMUNICATIONS INC                                   10-K/A      319120      1995-06-30  edgar/data/319120/0000912057-95-005105.txt          
ACKERLEY COMMUNICATIONS INC                                   10-Q        319120      1995-05-12  edgar/data/319120/0000912057-95-003651.txt          
ACKERLEY COMMUNICATIONS INC                                   10-Q/A      319120      1995-06-30  edgar/data/319120/0000912057-95-005094.txt          
ACKERLEY COMMUNICATIONS INC                                   10-Q/A      319120      1995-06-30  edgar/data/319120/0000912057-95-005096.txt          
ACM GOVERNMENT INCOME FUND INC                                DEF 14A     816754      1995-04-21  edgar/data/816754/0000919574-95-000078.txt          
ACM GOVERNMENT OPPORTUNITY FUND INC                           DEF 14A     834933      1995-04-21  edgar/data/834933/0000919574-95-000080.txt          
ACM GOVERNMENT OPPORTUNITY FUND INC                           N-30B-2     834933      1995-04-13  edgar/data/834933/0000862021-95-000079.txt          
ACM GOVERNMENT SECURITIES FUND INC                            DEF 14A     825650      1995-04-21  edgar/data/825650/0000919574-95-000081.txt          
ACM GOVERNMENT SPECTRUM FUND INC /NY/                         DEF 14A     830624      1995-04-21  edgar/data/830624/0000919574-95-000079.txt          
ACM INSTITUTIONAL RESERVES INC                                24F-2NT     862021      1995-06-27  edgar/data/862021/0000919574-95-000213.txt          
ACM INSTITUTIONAL RESERVES INC                                485B24E     862021      1995-04-25  edgar/data/862021/0000919574-95-000085.txt          
ACM INSTITUTIONAL RESERVES INC                                NSAR-B      862021      1995-06-28  edgar/data/862021/0000862021-95-000089.txt          
ACM MANAGED DOLLAR INCOME FUND INC                            N-30D       910524      1995-06-05  edgar/data/910524/0000950109-95-002184.txt          
ACM MANAGED DOLLAR INCOME FUND INC                            NSAR-A      910524      1995-05-25  edgar/data/910524/0000921325-95-000032.txt          
ACM MANAGED INCOME FUND INC /NY/                              DEF 14A     838133      1995-04-21  edgar/data/838133/0000919574-95-000082.txt          
ACM MANAGED INCOME FUND INC /NY/                              N-30B-2     838133      1995-05-12  edgar/data/838133/0000838133-95-000001.txt          
ACM MANAGED INCOME FUND INC /NY/                              N-30D       838133      1995-05-04  edgar/data/838133/0000950109-95-001648.txt          
ACM MANAGED INCOME FUND INC /NY/                              NSAR-A      838133      1995-05-01  edgar/data/838133/0000921325-95-000023.txt          
ACM MUNICIPAL SECURITIES INCOME FUND INC                      DEF 14A     897513      1995-04-21  edgar/data/897513/0000919574-95-000083.txt          
ACM MUNICIPAL SECURITIES INCOME FUND INC                      NSAR-A      897513      1995-06-29  edgar/data/897513/0000897513-95-000001.txt          
ACMAT CORP                                                    10-Q        2062        1995-05-15  edgar/data/2062/0000914039-95-000054.txt            
ACMAT CORP                                                    DEF 14A     2062        1995-05-31  edgar/data/2062/0000914039-95-000059.txt            
ACMAT CORP                                                    PRE 14A     2062        1995-05-16  edgar/data/2062/0000914039-95-000056.txt            
ACMAT CORP                                                    SC 13D/A    2062        1995-04-25  edgar/data/2062/0000906602-95-000032.txt            
ACME ELECTRIC CORP                                            10-Q        2070        1995-05-15  edgar/data/2070/0000002070-95-000005.txt            
ACME ELECTRIC CORP                                            S-8         2070        1995-05-22  edgar/data/2070/0000002070-95-000008.txt            
ACME ELECTRIC CORP                                            S-8         2070        1995-05-22  edgar/data/2070/0000002070-95-000009.txt            
ACME ELECTRIC CORP                                            S-8 POS     2070        1995-06-19  edgar/data/2070/0000002070-95-000011.txt            
ACME ELECTRIC CORP                                            S-8 POS     2070        1995-06-19  edgar/data/2070/0000002070-95-000012.txt            
ACME ELECTRIC CORP                                            S-8 POS     2070        1995-06-19  edgar/data/2070/0000002070-95-000013.txt            
ACME METALS INC /DE/                                          10-Q        883702      1995-05-10  edgar/data/883702/0000912057-95-003425.txt          
ACME METALS INC /DE/                                          8-K         883702      1995-05-08  edgar/data/883702/0000912057-95-003266.txt          
ACME METALS INC /DE/                                          S-8         883702      1995-05-26  edgar/data/883702/0000912057-95-004202.txt          
ACME UNITED CORP                                              10-Q        2098        1995-05-12  edgar/data/2098/0000002098-95-000002.txt            
ACNB CORP                                                     10-Q        715579      1995-05-09  edgar/data/715579/0000950109-95-001706.txt          
ACNB CORP                                                     DEF 14A     715579      1995-04-04  edgar/data/715579/0000950109-95-001133.txt          
ACORDIA INC /DE/                                              SC 13D/A    863881      1995-04-12  edgar/data/863881/0000943523-95-000003.txt          
ACR GROUP INC                                                 DEF 14A     711307      1995-06-22  edgar/data/711307/0000912057-95-004757.txt          
ACS ENTERPRISES INC                                           10-Q        702511      1995-05-15  edgar/data/702511/0000893220-95-000349.txt          
ACS ENTERPRISES INC                                           8-K         702511      1995-05-09  edgar/data/702511/0000893220-95-000322.txt          
ACS ENTERPRISES INC                                           SC 13G      702511      1995-05-19  edgar/data/702511/0000950123-95-001485.txt          
ACS ENTERPRISES INC                                           SC 13G/A    702511      1995-05-11  edgar/data/702511/0000950123-95-001315.txt          
ACTAVA GROUP INC                                              10-K/A      39547       1995-04-28  edgar/data/39547/0000950144-95-001125.txt           
ACTAVA GROUP INC                                              10-Q        39547       1995-05-15  edgar/data/39547/0000950144-95-001387.txt           
ACTAVA GROUP INC                                              8-K         39547       1995-04-14  edgar/data/39547/0000950112-95-001031.txt           
ACTAVA GROUP INC                                              8-K/A       39547       1995-04-28  edgar/data/39547/0000950144-95-001126.txt           
ACTAVA GROUP INC                                              RW          39547       1995-05-25  edgar/data/39547/0000950144-95-001525.txt           
ACTION INDUSTRIES INC                                         10-Q        2145        1995-05-09  edgar/data/2145/0000002145-95-000006.txt            
ACTIVISION INC /NY                                            10-K        718877      1995-06-30  edgar/data/718877/0000718877-95-000005.txt          
ACUITY IMAGING INC                                            10QSB       702891      1995-05-15  edgar/data/702891/0000927016-95-000068.txt          
ACUSON CORP                                                   10-Q        717014      1995-05-15  edgar/data/717014/0000898430-95-000896.txt          
ACUSON CORP                                                   DEF 14A     717014      1995-04-14  edgar/data/717014/0000898430-95-000555.txt          
ACUSON CORP                                                   S-8         717014      1995-05-31  edgar/data/717014/0000898430-95-000980.txt          
ACXIOM CORP                                                   10-K        733269      1995-06-28  edgar/data/733269/0000904511-95-000007.txt          
ACXIOM CORP                                                   DEF 14A     733269      1995-06-14  edgar/data/733269/0000904511-95-000006.txt          
ACXIOM CORP                                                   PRE 14A     733269      1995-05-25  edgar/data/733269/0000904511-95-000005.txt          
ADAC LABORATORIES                                             10-Q        313798      1995-05-15  edgar/data/313798/0000898430-95-000897.txt          
ADAC LABORATORIES                                             S-8         313798      1995-05-26  edgar/data/313798/0000950150-95-000380.txt          
ADAC LABORATORIES                                             SC 13G/A    313798      1995-06-08  edgar/data/313798/0000766524-95-000198.txt          
ADAGE INC                                                     DEF 14A     2186        1995-05-17  edgar/data/2186/0000950115-95-000162.txt            
ADAMS RESOURCES & ENERGY INC                                  10-Q        2178        1995-05-15  edgar/data/2178/0000950129-95-000493.txt            
ADAPTEC INC                                                   10-K405     709804      1995-06-28  edgar/data/709804/0000891618-95-000365.txt          
ADC TELECOMMUNICATIONS INC                                    10-Q        61478       1995-05-26  edgar/data/61478/0000912057-95-004194.txt           
ADC TELECOMMUNICATIONS INC                                    424A        61478       1995-05-22  edgar/data/61478/0000912057-95-004073.txt           
ADC TELECOMMUNICATIONS INC                                    424B1       61478       1995-06-12  edgar/data/61478/0000912057-95-004524.txt           
ADC TELECOMMUNICATIONS INC                                    S-3         61478       1995-05-19  edgar/data/61478/0000912057-95-004007.txt           
ADC TELECOMMUNICATIONS INC                                    S-8         61478       1995-04-04  edgar/data/61478/0000912057-95-002149.txt           
ADC TELECOMMUNICATIONS INC                                    S-8         61478       1995-04-04  edgar/data/61478/0000912057-95-002150.txt           
ADDINGTON RESOURCES INC                                       10-Q        810665      1995-05-15  edgar/data/810665/0000950131-95-001310.txt          
ADDINGTON RESOURCES INC                                       8-K         810665      1995-04-13  edgar/data/810665/0000911959-95-000010.txt          
ADDINGTON RESOURCES INC                                       SC 13D      810665      1995-04-06  edgar/data/810665/0000902664-95-000033.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-C        796486      1995-04-07  edgar/data/796486/0000796486-95-000004.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-K        796486      1995-06-29  edgar/data/796486/0000796486-95-000006.txt          
ADFLEX SOLUTIONS INC                                          SC 13G      925743      1995-05-08  edgar/data/925743/0000006164-95-000016.txt          
ADFLEX SOLUTIONS INC                                          SC 13G      925743      1995-06-09  edgar/data/925743/0000729057-95-000218.txt          
ADIENCE INC                                                   10-K/A      846972      1995-05-17  edgar/data/846972/0000846972-95-000009.txt          
ADIENCE INC                                                   10-K405     846972      1995-04-18  edgar/data/846972/0000950132-95-000134.txt          
ADJUSTABLE RATE SECURITIES PORTFOLIOS                         N-30D       872687      1995-06-29  edgar/data/872687/0000809707-95-000010.txt          
ADJUSTABLE RATE SECURITIES PORTFOLIOS                         NSAR-A      872687      1995-06-28  edgar/data/872687/0000872687-95-000004.txt          
ADOBE SYSTEMS INC                                             10-K/A      796343      1995-06-29  edgar/data/796343/0000912057-95-004982.txt          
ADOBE SYSTEMS INC                                             10-Q        796343      1995-04-17  edgar/data/796343/0000912057-95-002477.txt          
ADOBE SYSTEMS INC                                             8-K         796343      1995-06-29  edgar/data/796343/0000912057-95-004981.txt          
ADOBE SYSTEMS INC                                             S-8         796343      1995-05-15  edgar/data/796343/0000912057-95-003874.txt          
ADOBE SYSTEMS INC                                             SC 13D      796343      1995-06-30  edgar/data/796343/0000912057-95-005109.txt          
ADOBE SYSTEMS INC                                             SC 13G/A    796343      1995-04-04  edgar/data/796343/0000729057-95-000205.txt          
ADRIAN WALTER F                                               SC 13G      944272      1995-04-26  edgar/data/944272/0000896131-95-000018.txt          
ADT LIMITED                                                   SC 13G/A    833444      1995-04-06  edgar/data/833444/0000315066-95-002450.txt          
ADVANCE CAPITAL I INC                                         DEF 14A     813470      1995-06-22  edgar/data/813470/0000813470-95-000005.txt          
ADVANCE CIRCUITS INC                                          10-Q        2435        1995-04-10  edgar/data/2435/0000912057-95-002300.txt            
ADVANCE CIRCUITS INC                                          10-Q        2435        1995-06-21  edgar/data/2435/0000912057-95-004720.txt            
ADVANCE ROSS CORP                                             10-Q        2457        1995-05-11  edgar/data/2457/0000950124-95-001445.txt            
ADVANCE ROSS CORP                                             DEF 14A     2457        1995-04-27  edgar/data/2457/0000950131-95-001029.txt            
ADVANCED LOGIC RESEARCH INC                                   10-Q        861289      1995-05-15  edgar/data/861289/0000861289-95-000010.txt          
ADVANCED LOGIC RESEARCH INC                                   S-8         861289      1995-06-01  edgar/data/861289/0000910473-95-000022.txt          
ADVANCED MAGNETICS INC                                        10-Q        792977      1995-05-10  edgar/data/792977/0000900577-95-000002.txt          
ADVANCED MARKETING SERVICES INC                               10-K        814580      1995-06-29  edgar/data/814580/0000814580-95-000003.txt          
ADVANCED MARKETING SERVICES INC                               DEF 14A     814580      1995-06-22  edgar/data/814580/0000950150-95-000447.txt          
ADVANCED MEDICAL INC                                          10-Q        817161      1995-04-28  edgar/data/817161/0000912057-95-002918.txt          
ADVANCED MEDICAL INC                                          8-A12B      817161      1995-06-09  edgar/data/817161/0000817161-95-000014.txt          
ADVANCED MEDICAL INC                                          DEF 14A     817161      1995-06-09  edgar/data/817161/0000912057-95-004514.txt          
ADVANCED MEDICAL INC                                          SC 13E3     817161      1995-04-21  edgar/data/817161/0000912057-95-002588.txt          
ADVANCED MEDICAL INC                                          SC 13E3/A   817161      1995-05-24  edgar/data/817161/0000817161-95-000011.txt          
ADVANCED MEDICAL INC                                          SC 13E4     817161      1995-04-21  edgar/data/817161/0000912057-95-002583.txt          
ADVANCED MEDICAL INC                                          SC 13E4/A   817161      1995-05-24  edgar/data/817161/0000817161-95-000010.txt          
ADVANCED MEDICAL INC                                          SC 13G/A    817161      1995-04-06  edgar/data/817161/0000315066-95-002451.txt          
ADVANCED MEDICAL INC                                          T-3         817161      1995-04-21  edgar/data/817161/0000912057-95-002585.txt          
ADVANCED MICRO DEVICES INC                                    10-Q        2488        1995-04-25  edgar/data/2488/0000898430-95-000616.txt            
ADVANCED MICRO DEVICES INC                                    15-15D      2488        1995-05-25  edgar/data/2488/0000898430-95-000959.txt            
ADVANCED MICRO DEVICES INC                                    15-15D      2488        1995-05-25  edgar/data/2488/0000898430-95-000960.txt            
ADVANCED MICRO DEVICES INC                                    8-K         2488        1995-04-19  edgar/data/2488/0000898430-95-000586.txt            
ADVANCED POLYMER SYSTEMS INC /DE/                             10-C        818033      1995-05-04  edgar/data/818033/0000891618-95-000242.txt          
ADVANCED POLYMER SYSTEMS INC /DE/                             10-Q        818033      1995-05-12  edgar/data/818033/0000891618-95-000275.txt          
ADVANCED POLYMER SYSTEMS INC /DE/                             DEF 14A     818033      1995-04-27  edgar/data/818033/0000891618-95-000223.txt          
ADVANCED POLYMER SYSTEMS INC /DE/                             S-3/A       818033      1995-04-25  edgar/data/818033/0000891618-95-000211.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         10-Q        806086      1995-05-12  edgar/data/806086/0000806086-95-000002.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         DEF 14A     806086      1995-04-03  edgar/data/806086/0000950131-95-000859.txt          
ADVANCED TISSUE SCIENCES INC                                  10-Q        829549      1995-05-12  edgar/data/829549/0000829549-95-000009.txt          
ADVANTA CAPITAL L L C                                         S-3         946026      1995-06-20  edgar/data/946026/0000893220-95-000419.txt          
ADVANTA CORP                                                  10-Q        96638       1995-05-12  edgar/data/96638/0000096638-95-000007.txt           
ADVANTA CORP                                                  11-K        96638       1995-06-28  edgar/data/96638/0000096638-95-000008.txt           
ADVANTA CORP                                                  11-K/A      96638       1995-06-29  edgar/data/96638/0000096638-95-000009.txt           
ADVANTA CORP                                                  424B3       96638       1995-05-01  edgar/data/96638/0000893220-95-000300.txt           
ADVANTA CORP                                                  8-K         96638       1995-04-19  edgar/data/96638/0000096638-95-000005.txt           
ADVANTA CORP                                                  S-3         96638       1995-06-20  edgar/data/96638/0000893220-95-000419.txt           
ADVANTA CORP                                                  S-8         96638       1995-05-10  edgar/data/96638/0000893220-95-000326.txt           
ADVANTAGE COMPANIES INC  /DE/                                 10-Q        718451      1995-05-30  edgar/data/718451/0000718451-95-000005.txt          
ADVANTAGE COMPANIES INC  /DE/                                 DEF 14A     718451      1995-04-26  edgar/data/718451/0000718451-95-000003.txt          
ADVANTAGE GROWTH & TREASURY SECURITIES TRUST SERIES 1         24F-2NT     882609      1995-05-11  edgar/data/882609/0000875626-95-000331.txt          
ADVANTUS BOND FUND INC                                        N-30D       810900      1995-06-05  edgar/data/810900/0000912057-95-004383.txt          
ADVANTUS BOND FUND INC                                        NSAR-A      810900      1995-05-30  edgar/data/810900/0000810900-95-000001.txt          
ADVANTUS CORNERSTONE FUND INC                                 N-30D       926023      1995-06-05  edgar/data/926023/0000912057-95-004389.txt          
ADVANTUS CORNERSTONE FUND INC                                 NSAR-A      926023      1995-05-26  edgar/data/926023/0000926023-95-000001.txt          
ADVANTUS ENTERPRISE FUND INC                                  N-30D       926033      1995-06-05  edgar/data/926033/0000912057-95-004386.txt          
ADVANTUS ENTERPRISE FUND INC                                  NSAR-A      926033      1995-05-30  edgar/data/926033/0000926033-95-000001.txt          
ADVANTUS HORIZON FUND INC                                     N-30D       756923      1995-06-05  edgar/data/756923/0000912057-95-004387.txt          
ADVANTUS HORIZON FUND INC                                     NSAR-A      756923      1995-05-30  edgar/data/756923/0000756923-95-000001.txt          
ADVANTUS INTERNATIONAL BALANCED FUND INC                      N-30D       926034      1995-06-05  edgar/data/926034/0000912057-95-004390.txt          
ADVANTUS INTERNATIONAL BALANCED FUND INC                      NSAR-A      926034      1995-05-30  edgar/data/926034/0000926034-95-000004.txt          
ADVANTUS MONEY MARKET FUND INC                                N-30D       756924      1995-06-05  edgar/data/756924/0000912057-95-004391.txt          
ADVANTUS MONEY MARKET FUND INC                                NSAR-A      756924      1995-05-26  edgar/data/756924/0000756924-95-000001.txt          
ADVANTUS MORTGAGE SECURITIES FUND INC                         N-30D       756922      1995-06-05  edgar/data/756922/0000912057-95-004388.txt          
ADVANTUS MORTGAGE SECURITIES FUND INC                         NSAR-A      756922      1995-05-26  edgar/data/756922/0000756922-95-000001.txt          
