Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    March 31, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
ACCEPTANCE INSURANCE COMPANIES INC                            10-K        74783       1994-03-31  edgar/data/74783/0000074783-94-000006.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            SC 13G/A    74783       1994-02-14  edgar/data/74783/0000315066-94-000094.txt           
ACCESSOR FUNDS INC                                            NSAR-B      876603      1994-02-24  edgar/data/876603/0000876603-94-000001.txt          
ACE HARDWARE CORP                                             10-K        2024        1994-03-23  edgar/data/2024/0000002024-94-000010.txt            
ACE HARDWARE CORP                                             POS AM      2024        1994-03-23  edgar/data/2024/0000002024-94-000013.txt            
ACETO CORP                                                    SC 13G/A    2034        1994-02-14  edgar/data/2034/0000315066-94-000105.txt            
ACM GOVERNMENT INCOME FUND INC                                NSAR-B      816754      1994-03-01  edgar/data/816754/0000816754-94-000001.txt          
ACM GOVERNMENT OPPORTUNITY FUND INC                           NSAR-A      834933      1994-03-30  edgar/data/834933/0000053798-94-000146.txt          
ACM GOVERNMENT SECURITIES FUND INC                            NSAR-B      825650      1994-03-01  edgar/data/825650/0000825650-94-000001.txt          
ACM GOVERNMENT SPECTRUM FUND INC /NY/                         NSAR-B      830624      1994-03-01  edgar/data/830624/0000830624-94-000001.txt          
ACME METALS INC                                               8-K         883702      1994-03-07  edgar/data/883702/0000912057-94-000799.txt          
ACME METALS INC /DE/                                          10-K        883702      1994-03-25  edgar/data/883702/0000912057-94-001064.txt          
ACME METALS INC /DE/                                          DEF 14A     883702      1994-03-29  edgar/data/883702/0000912057-94-001094.txt          
ACME METALS INC /DE/                                          SC 13D/A    2093        1994-02-17  edgar/data/2093/0000909518-94-000029.txt            
ACME METALS INC /DE/                                          SC 13G      2093        1994-02-25  edgar/data/2093/0000861177-94-000041.txt            
ACME UNITED CORP                                              SC 13G      2098        1994-02-10  edgar/data/2098/0000823393-94-000001.txt            
ACORN INVESTMENT TRUST                                        SC 13G      2110        1994-02-11  edgar/data/2110/0000899657-94-000032.txt            
ACORN INVESTMENT TRUST                                        SC 13G      2110        1994-02-11  edgar/data/2110/0000899657-94-000034.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000019.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000021.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000022.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000023.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000024.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000026.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000027.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000028.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000029.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000030.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000035.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000036.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-11  edgar/data/2110/0000899657-94-000037.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000038.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000039.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000040.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000042.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000043.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000044.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000045.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000046.txt            
ACORN INVESTMENT TRUST                                        SC 13G/A    2110        1994-02-14  edgar/data/2110/0000899657-94-000051.txt            
ACTAVA GROUP INC                                              10-K        39547       1994-03-31  edgar/data/39547/0000950144-94-000799.txt           
ACTAVA GROUP INC                                              SC 13D/A    39547       1994-03-09  edgar/data/39547/0000898430-94-000157.txt           
ACTAVA GROUP INC                                              SC 13D/A    39547       1994-03-16  edgar/data/39547/0000898430-94-000172.txt           
ACTAVA GROUP INC                                              SC 13G/A    39547       1994-02-04  edgar/data/39547/0000038777-94-000065.txt           
ACTION INDUSTRIES INC                                         SC 13G/A    2145        1994-02-14  edgar/data/2145/0000315066-94-000114.txt            
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       N-30D       877243      1994-02-16  edgar/data/877243/0000950136-94-000032.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       NSAR-A      877243      1994-02-25  edgar/data/877243/0000877243-94-000001.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     N-30D       351898      1994-02-16  edgar/data/351898/0000950123-94-000372.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     NSAR-A      351898      1994-02-24  edgar/data/351898/0000351898-94-000001.txt          
ACTIVE ASSETS MONEY TRUST                                     N-30D       351895      1994-02-22  edgar/data/351895/0000906341-94-000001.txt          
ACTIVE ASSETS MONEY TRUST                                     NSAR-A      351895      1994-02-24  edgar/data/351895/0000351895-94-000002.txt          
ACTIVE ASSETS TAX FREE TRUST                                  N-30D       351881      1994-02-16  edgar/data/351881/0000950136-94-000031.txt          
ACTIVE ASSETS TAX FREE TRUST                                  NSAR-A      351881      1994-02-24  edgar/data/351881/0000351881-94-000001.txt          
ADAPTEC INC                                                   SC 13G/A    709804      1994-02-14  edgar/data/709804/0000315066-94-000125.txt          
ADC TELECOMMUNICATIONS INC                                    10-K        61478       1994-01-12  edgar/data/61478/0000912057-94-000081.txt           
ADC TELECOMMUNICATIONS INC                                    10-K/A      61478       1994-01-13  edgar/data/61478/0000912057-94-000091.txt           
ADC TELECOMMUNICATIONS INC                                    10-Q        61478       1994-03-14  edgar/data/61478/0000912057-94-000895.txt           
ADC TELECOMMUNICATIONS INC                                    DEF 14A     61478       1994-01-20  edgar/data/61478/0000912057-94-000119.txt           
ADC TELECOMMUNICATIONS INC                                    S-8         61478       1994-03-11  edgar/data/61478/0000912057-94-000871.txt           
ADC TELECOMMUNICATIONS INC                                    S-8         61478       1994-03-11  edgar/data/61478/0000912057-94-000872.txt           
ADDINGTON RESOURCES INC                                       10-K        810665      1994-03-31  edgar/data/810665/0000950131-94-000459.txt          
ADDINGTON RESOURCES INC                                       8-K         810665      1994-01-28  edgar/data/810665/0000950131-94-000054.txt          
ADDISON CAPITAL SHARES INC                                    NSAR-A      794802      1994-02-22  edgar/data/794802/0000794802-94-000001.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-C        796486      1994-01-18  edgar/data/796486/0000950132-94-000013.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-Q        796486      1994-02-14  edgar/data/796486/0000796486-94-000002.txt          
ADELPHIA COMMUNICATIONS CORP                                  8-K         796486      1994-01-18  edgar/data/796486/0000796486-94-000001.txt          
ADELPHIA COMMUNICATIONS CORP                                  POS AM      796486      1994-01-18  edgar/data/796486/0000950132-94-000012.txt          
ADELPHIA COMMUNICATIONS CORP                                  S-3/A       796486      1994-01-07  edgar/data/796486/0000950109-94-000035.txt          
ADELPHIA COMMUNICATIONS CORP                                  S-4         796486      1994-03-04  edgar/data/796486/0000950132-94-000060.txt          
ADELPHIA COMMUNICATIONS CORP                                  S-4/A       796486      1994-03-24  edgar/data/796486/0000950132-94-000097.txt          
ADELPHIA COMMUNICATIONS CORP                                  SC 13D/A    796486      1994-02-01  edgar/data/796486/0000950132-94-000015.txt          
ADELPHIA COMMUNICATIONS CORP                                  SC 13G/A    796486      1994-01-10  edgar/data/796486/0000950150-94-000015.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-03-29  edgar/data/905563/0000898430-94-000221.txt          
ADIA SERVICES INC                                             8-K         752200      1994-03-30  edgar/data/752200/0000898430-94-000229.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-03-29  edgar/data/752200/0000898430-94-000221.txt          
ADIA SERVICES INC                                             SC 13G/A    752200      1994-02-04  edgar/data/752200/0000038777-94-000066.txt          
ADIENCE INC                                                   NT 10-K     846972      1994-03-31  edgar/data/846972/0000950132-94-000120.txt          
ADLER FREDERICK R                                             SC 13G      919039      1994-02-15  edgar/data/919039/0000908645-94-000043.txt          
ADM COMM OF THE AVONDALE INDUS INC EMP ST OWNERSHIP PLAN      SC 13G      918896      1994-02-14  edgar/data/918896/0000906280-94-000006.txt          
ADOBE SYSTEMS INC                                             SC 13G      796343      1994-02-14  edgar/data/796343/0000315066-94-000136.txt          
ADVANCE CIRCUITS INC                                          SC 13G      2435        1994-02-14  edgar/data/2435/0000315066-94-000146.txt            
ADVANCED MEDICAL INC                                          SC 13G      817161      1994-02-14  edgar/data/817161/0000315066-94-000148.txt          
ADVANCED MICRO DEVICES INC                                    10-K        2488        1994-03-07  edgar/data/2488/0000891618-94-000068.txt            
ADVANCED MICRO DEVICES INC                                    8-K         2488        1994-01-27  edgar/data/2488/0000002488-94-000001.txt            
ADVANCED MICRO DEVICES INC                                    8-K         2488        1994-02-11  edgar/data/2488/0000002488-94-000002.txt            
ADVANCED MICRO DEVICES INC                                    8-K         2488        1994-03-23  edgar/data/2488/0000950130-94-000448.txt            
ADVANCED MICRO DEVICES INC                                    DEF 14A     2488        1994-03-25  edgar/data/2488/0000891618-94-000086.txt            
ADVANCED MICRO DEVICES INC                                    SC 13G      2488        1994-02-14  edgar/data/2488/0000759277-94-000025.txt            
ADVANCED MICRO DEVICES INC                                    SC 13G/A    2488        1994-02-10  edgar/data/2488/0000950150-94-000255.txt            
ADVANCED MICRO DEVICES INC                                    SC 13G/A    2488        1994-02-14  edgar/data/2488/0000315066-94-000150.txt            
ADVANCED MICRO DEVICES INC                                    SC 13G/A    2488        1994-02-28  edgar/data/2488/0000950150-94-000357.txt            
ADVANCED PHOTONIX INC                                         SC 13G      869986      1994-02-11  edgar/data/869986/0000019489-94-000013.txt          
ADVANCED POLYMER SYSTEMS INC /DE/                             SC 13G/A    818033      1994-02-01  edgar/data/818033/0000950112-94-000247.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         10-K        806086      1994-03-04  edgar/data/806086/0000950109-94-000357.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         8-K         806086      1994-02-17  edgar/data/806086/0000950157-94-000019.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         8-K         806086      1994-03-04  edgar/data/806086/0000950157-94-000020.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         SC 13G/A    806086      1994-02-14  edgar/data/806086/0000759277-94-000116.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         SC 13G/A    806086      1994-02-14  edgar/data/806086/0000888002-94-000056.txt          
ADVANCED TECHNOLOGY MATERIALS INC /DE/                        SC 13G      912841      1994-02-08  edgar/data/912841/0000728889-94-000014.txt          
ADVANTA CORP                                                  10-K        96638       1994-03-30  edgar/data/96638/0000893220-94-000181.txt           
ADVANTA CORP                                                  424B3       96638       1994-01-18  edgar/data/96638/0000893220-94-000017.txt           
ADVANTA CORP                                                  424B3       96638       1994-01-26  edgar/data/96638/0000893220-94-000020.txt           
ADVANTA CORP                                                  424B3       96638       1994-02-02  edgar/data/96638/0000893220-94-000034.txt           
ADVANTA CORP                                                  424B3       96638       1994-02-17  edgar/data/96638/0000893220-94-000102.txt           
ADVANTA CORP                                                  424B3       96638       1994-02-22  edgar/data/96638/0000893220-94-000104.txt           
ADVANTA CORP                                                  8-K         96638       1994-01-26  edgar/data/96638/0000096638-94-000001.txt           
ADVANTA CORP                                                  8-K/A       96638       1994-01-26  edgar/data/96638/0000096638-94-000002.txt           
ADVANTA CORP                                                  PRE 14A     96638       1994-03-14  edgar/data/96638/0000893220-94-000151.txt           
ADVANTA CORP                                                  SC 13G      96638       1994-02-10  edgar/data/96638/0000748054-94-000008.txt           
ADVANTA CORP                                                  SC 13G/A    96638       1994-02-14  edgar/data/96638/0000096638-94-000003.txt           
ADVANTA CORP                                                  SC 13G/A    96638       1994-02-14  edgar/data/96638/0000899657-94-000044.txt           
ADVANTA CORP                                                  SC 13G/A    96638       1994-02-14  edgar/data/96638/0000899657-94-000046.txt           
ADVANTA CORP                                                  SC 13G/A    96638       1994-02-15  edgar/data/96638/0000096638-94-000005.txt           
ADVEST GROUP INC                                              10-Q        319489      1994-02-08  edgar/data/319489/0000319489-94-000002.txt          
ADVEST GROUP INC                                              S-8         319489      1994-03-25  edgar/data/319489/0000319489-94-000006.txt          
ADVEST GROUP INC                                              SC 13G      319489      1994-02-14  edgar/data/319489/0000728600-94-000002.txt          
ADVEST INC /ADV                                               SC 13G      728600      1994-02-14  edgar/data/728600/0000728600-94-000002.txt          
ADVISORS FUND L P                                             24F-2NT     825201      1994-02-28  edgar/data/825201/0000053798-94-000097.txt          
ADVISORS FUND L P                                             485B24E     825201      1994-03-02  edgar/data/825201/0000053798-94-000114.txt          
ADVISORS FUND L P                                             497J        825201      1994-03-08  edgar/data/825201/0000053798-94-000122.txt          
ADVISORS FUND L P                                             N-30B-2     825201      1994-03-02  edgar/data/825201/0000053798-94-000116.txt          
ADVISORS FUND L P                                             NSAR-B      825201      1994-02-28  edgar/data/825201/0000053798-94-000090.txt          
ADVISORY RESEARCH INC/HELLER DAVID B                          SC 13G      902584      1994-02-14  edgar/data/902584/0000950131-94-000211.txt          
ADVO INC                                                      10-Q        801622      1994-02-08  edgar/data/801622/0000950109-94-000141.txt          
ADVO INC                                                      8-K         801622      1994-02-25  edgar/data/801622/0000950109-94-000317.txt          
ADVO INC                                                      S-8         801622      1994-03-18  edgar/data/801622/0000950109-94-000499.txt          
ADVO INC                                                      SC 13G      801622      1994-02-14  edgar/data/801622/0000080255-94-000002.txt          
ADVO INC                                                      SC 13G/A    801622      1994-02-14  edgar/data/801622/0000888002-94-000057.txt          
AEL INDUSTRIES INC                                            10-Q        4911        1994-01-06  edgar/data/4911/0000004911-94-000002.txt            
AEL INDUSTRIES INC                                            SC 13G/A    4911        1994-02-08  edgar/data/4911/0000004911-94-000005.txt            
AEP GENERATING CO /OH/                                        10-K        857571      1994-03-28  edgar/data/857571/0000857571-94-000003.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-01-06  edgar/data/857571/0000857571-94-000001.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-03-02  edgar/data/857571/0000055373-94-000002.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-03-02  edgar/data/857571/0000857571-94-000002.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-03-30  edgar/data/857571/0000004904-94-000029.txt          
AEP INDUSTRIES INC                                            SC 13G/A    785787      1994-02-14  edgar/data/785787/0000315066-94-000067.txt          
AETNA CAPITAL LLC                                             S-3         920840      1994-03-25  edgar/data/920840/0000950103-94-001933.txt          
AETNA INCOME SHARES                                           NSAR-B      2646        1994-02-28  edgar/data/2646/0000002646-94-000001.txt            
AETNA INVESTMENT ADVISERS FUND INC                            NSAR-B      846799      1994-02-28  edgar/data/846799/0000846799-94-000001.txt          
AETNA LIFE & CASUALTY CO                                      10-K        2648        1994-03-18  edgar/data/2648/0000002648-94-000012.txt            
AETNA LIFE & CASUALTY CO                                      DEF 14A     2648        1994-03-18  edgar/data/2648/0000950123-94-000526.txt            
AETNA LIFE & CASUALTY CO                                      DEFA14A     2648        1994-03-18  edgar/data/2648/0000002648-94-000011.txt            
AETNA LIFE & CASUALTY CO                                      S-3         2648        1994-03-25  edgar/data/2648/0000950103-94-001933.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G      2648        1994-02-09  edgar/data/2648/0000002648-94-000006.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G      2648        1994-02-10  edgar/data/2648/0000064782-94-000102.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G      2648        1994-03-22  edgar/data/2648/0000002648-94-000015.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-02-09  edgar/data/2648/0000002648-94-000002.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-02-09  edgar/data/2648/0000002648-94-000003.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-02-09  edgar/data/2648/0000002648-94-000004.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-02-09  edgar/data/2648/0000002648-94-000005.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-02-14  edgar/data/2648/0000759277-94-000024.txt            
AETNA LIFE & CASUALTY CO                                      SC 13G/A    2648        1994-03-10  edgar/data/2648/0000002648-94-000008.txt            
AETNA SERIES FUND INC                                         NSAR-B      877233      1994-02-28  edgar/data/877233/0000877233-94-000001.txt          
AETNA VARIABLE ENCORE FUND INC                                NSAR-B      2663        1994-02-28  edgar/data/2663/0000002663-94-000001.txt            
AETNA VARIABLE FUND                                           NSAR-B      2664        1994-02-28  edgar/data/2664/0000002664-94-000001.txt            
AFFILIATE STKHLDRS OF MORGAN STANLEY DEAN WITTER DISCOVER&CO  SC 13D/A    909465      1994-03-24  edgar/data/909465/0001021408-01-503743.txt          
AFFILIATED PUBLICATIONS INC                                   SC 13G/A    849696      1994-02-10  edgar/data/849696/0000064782-94-000089.txt          
AFFILIATED PUBLICATIONS INC                                   SC 13G/A    849696      1994-02-10  edgar/data/849696/0000064782-94-000090.txt          
AFFILIATED PUBLICATIONS INC                                   SC 13G/A    849696      1994-02-14  edgar/data/849696/0000315066-94-000151.txt          
AFLAC INC                                                     10-K        4977        1994-03-30  edgar/data/4977/0000004977-94-000006.txt            
AFLAC INC                                                     DEF 14A     4977        1994-03-14  edgar/data/4977/0000004977-94-000003.txt            
AGCO CORP /DE                                                 SC 13G/A    880266      1994-02-14  edgar/data/880266/0000315066-94-000068.txt          
AGGRESSIVE STOCK TRUST                                        NSAR-B      701388      1994-02-25  edgar/data/701388/0000701388-94-000001.txt          
AGWAY INC                                                     10-Q        2852        1994-02-11  edgar/data/2852/0000002852-94-000003.txt            
AGWAY INC                                                     POS AM      2852        1994-02-18  edgar/data/2852/0000002852-94-000005.txt            
AHMANSON H F & CO /DE/                                        10-K        771667      1994-03-31  edgar/data/771667/0000898430-94-000237.txt          
AHMANSON H F & CO /DE/                                        8-K         771667      1994-02-10  edgar/data/771667/0000898814-94-000014.txt          
AHMANSON H F & CO /DE/                                        DEF 14A     771667      1994-03-31  edgar/data/771667/0000950150-94-000448.txt          
AHMANSON H F & CO /DE/                                        S-3D/A      771667      1994-02-16  edgar/data/771667/0000898814-94-000021.txt          
AHMANSON H F & CO /DE/                                        SC 13G      771667      1994-02-14  edgar/data/771667/0000315066-94-000152.txt          
AHMANSON H F & CO /DE/                                        SC 13G/A    771667      1994-02-09  edgar/data/771667/0000950150-94-000212.txt          
AHMANSON H F & CO /DE/                                        SC 13G/A    771667      1994-02-14  edgar/data/771667/0000759277-94-000065.txt          
AIM FUNDS GROUP/MA                                            NSAR-B      19034       1994-03-14  edgar/data/19034/0000019034-94-000001.txt           
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-A      842790      1994-03-31  edgar/data/842790/0000842790-94-000001.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-B      844778      1994-03-02  edgar/data/844778/0000844778-94-000002.txt          
AIM VARIABLE INSURANCE FUNDS INC                              NSAR-A      896435      1994-03-31  edgar/data/896435/0000896435-94-000001.txt          
AIR & WATER TECHNOLOGIES CORP                                 10-Q        823556      1994-03-23  edgar/data/823556/0000823556-94-000002.txt          
AIR & WATER TECHNOLOGIES CORP                                 NT 10-Q     823556      1994-03-18  edgar/data/823556/0000823556-94-000001.txt          
AIR & WATER TECHNOLOGIES CORP                                 SC 13D/A    823556      1994-03-21  edgar/data/823556/0000950103-94-001929.txt          
AIR & WATER TECHNOLOGIES CORP                                 SC 13G      823556      1994-02-10  edgar/data/823556/0000950135-94-000041.txt          
AIR & WATER TECHNOLOGIES CORP                                 SC 13G      823556      1994-02-25  edgar/data/823556/0000861177-94-000042.txt          
AIR & WATER TECHNOLOGIES CORP                                 SC 13G/A    823556      1994-02-10  edgar/data/823556/0000950150-94-000256.txt          
AIR & WATER TECHNOLOGIES CORP                                 SC 13G/A    823556      1994-02-28  edgar/data/823556/0000950150-94-000358.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           10-K        700674      1994-03-30  edgar/data/700674/0000909518-94-000054.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           SC 13G      700674      1994-02-08  edgar/data/700674/0000729057-94-000009.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           SC 13G      700674      1994-02-15  edgar/data/700674/0000734269-94-000003.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           SC 13G/A    700674      1994-02-14  edgar/data/700674/0000315066-94-000153.txt          
AIR PRODUCTS & CHEMICALS INC /DE/                             10-K/A      2969        1994-03-18  edgar/data/2969/0000950123-94-000538.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             10-Q        2969        1994-02-14  edgar/data/2969/0000950123-94-000364.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-02-11  edgar/data/2969/0000950123-94-000347.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-03-15  edgar/data/2969/0000950123-94-000502.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-01-20  edgar/data/2969/0000950123-94-000185.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-02-02  edgar/data/2969/0000950123-94-000235.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             SC 13D      2969        1994-01-07  edgar/data/2969/0000950123-94-000098.txt            
