Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    September 30, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
A L LABORATORIES INC                                          8-K         730469      1994-08-04  edgar/data/730469/0000950130-94-001142.txt          
A L LABORATORIES INC                                          8-K/A       730469      1994-08-22  edgar/data/730469/0000950109-94-001591.txt          
A L LABORATORIES INC                                          DEFM14A     730469      1994-08-22  edgar/data/730469/0000950109-94-001592.txt          
A M A FINANCIAL CORP                                          SC 13D/A    928339      1994-09-12  edgar/data/928339/0000950109-94-001681.txt          
A M A FINANCIAL CORP                                          SC 13D/A    928339      1994-09-16  edgar/data/928339/0000950109-94-001716.txt          
AAR CORP                                                      10-K        1750        1994-08-24  edgar/data/1750/0000912057-94-002818.txt            
AAR CORP                                                      DEF 14A     1750        1994-08-30  edgar/data/1750/0000912057-94-002993.txt            
ABBEY HEALTHCARE GROUP INC/DE                                 SC 13G/A    882289      1994-09-09  edgar/data/882289/0000315066-94-001516.txt          
ABBOTT LABORATORIES                                           10-Q        1800        1994-08-12  edgar/data/1800/0000912057-94-002628.txt            
ACACIA CAPITAL CORP                                           NSAR-AT     708950      1994-08-29  edgar/data/708950/0000708950-94-000003.txt          
ACCEPTANCE INSURANCE COMPANIES INC                            10-K/A      74783       1994-08-26  edgar/data/74783/0000074783-94-000021.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            10-Q        74783       1994-08-12  edgar/data/74783/0000074783-94-000018.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            11-K        74783       1994-07-13  edgar/data/74783/0000074783-94-000015.txt           
ACCEPTANCE INSURANCE COMPANIES INC                            S-3/A       74783       1994-09-02  edgar/data/74783/0000074783-94-000022.txt           
ACCESSOR FUNDS INC                                            NSAR-A      876603      1994-08-25  edgar/data/876603/0000876603-94-000002.txt          
ACCLAIM ENTERTAINMENT INC                                     SC 13G      804888      1994-08-11  edgar/data/804888/0000950130-94-001193.txt          
ACE HARDWARE CORP                                             10-Q        2024        1994-08-12  edgar/data/2024/0000002024-94-000017.txt            
ACKERLEY COMMUNICATIONS INC                                   10-Q        319120      1994-08-08  edgar/data/319120/0000912057-94-002542.txt          
ACM GOVERNMENT INCOME FUND INC                                NSAR-A      816754      1994-08-29  edgar/data/816754/0000816754-94-000003.txt          
ACM GOVERNMENT OPPORTUNITY FUND INC                           NSAR-B      834933      1994-09-28  edgar/data/834933/0000927405-94-000008.txt          
ACM GOVERNMENT SECURITIES FUND INC                            NSAR-A      825650      1994-08-29  edgar/data/825650/0000825650-94-000002.txt          
ACM GOVERNMENT SPECTRUM FUND INC /NY/                         NSAR-A      830624      1994-08-29  edgar/data/830624/0000830624-94-000002.txt          
ACME METALS INC /DE/                                          10-Q        883702      1994-08-04  edgar/data/883702/0000912057-94-002473.txt          
ACME METALS INC /DE/                                          424B3       883702      1994-08-11  edgar/data/883702/0000950131-94-001275.txt          
ACME METALS INC /DE/                                          8-A12G      883702      1994-08-08  edgar/data/883702/0000912057-94-002531.txt          
ACME METALS INC /DE/                                          8-A12G/A    883702      1994-08-12  edgar/data/883702/0000912057-94-002651.txt          
ACME METALS INC /DE/                                          8-K         883702      1994-08-03  edgar/data/883702/0000912057-94-002463.txt          
ACME METALS INC /DE/                                          S-1/A       883702      1994-07-14  edgar/data/883702/0000950131-94-001184.txt          
ACME METALS INC /DE/                                          S-1/A       883702      1994-07-26  edgar/data/883702/0000950131-94-001207.txt          
ACME METALS INC /DE/                                          S-1/A       883702      1994-08-04  edgar/data/883702/0000950131-94-001249.txt          
ACME METALS INC /DE/                                          S-3/A       883702      1994-08-10  edgar/data/883702/0000950131-94-001269.txt          
ACNB CORP                                                     10-Q        715579      1994-08-08  edgar/data/715579/0000950109-94-001406.txt          
ACTAVA GROUP INC                                              10-Q        39547       1994-08-15  edgar/data/39547/0000950144-94-001515.txt           
ACTAVA GROUP INC                                              8-K         39547       1994-08-25  edgar/data/39547/0000950144-94-001575.txt           
ACTAVA GROUP INC                                              8-K         39547       1994-09-02  edgar/data/39547/0000950144-94-001603.txt           
ACTAVA GROUP INC                                              8-K         39547       1994-09-14  edgar/data/39547/0000950144-94-001645.txt           
ACTAVA GROUP INC                                              PRES14A     39547       1994-08-25  edgar/data/39547/0000950144-94-001580.txt           
ACTAVA GROUP INC                                              SC 13D      39547       1994-08-19  edgar/data/39547/0000914843-94-000002.txt           
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       24F-2NT     877243      1994-08-04  edgar/data/877243/0000877243-94-000005.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       485BPOS     877243      1994-08-22  edgar/data/877243/0000912057-94-002775.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       497         877243      1994-08-25  edgar/data/877243/0000912057-94-002834.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       497         877243      1994-08-30  edgar/data/877243/0000912057-94-002872.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       497         877243      1994-09-07  edgar/data/877243/0000912057-94-002978.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       N-30D       877243      1994-08-31  edgar/data/877243/0000877243-94-000007.txt          
ACTIVE ASSETS CALIFORNIA TAX FREE TRUST                       NSAR-B      877243      1994-08-26  edgar/data/877243/0000877243-94-000006.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     24F-2NT     351898      1994-08-03  edgar/data/351898/0000351898-94-000002.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     485BPOS     351898      1994-08-22  edgar/data/351898/0000912057-94-002779.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     497         351898      1994-08-25  edgar/data/351898/0000912057-94-002834.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     497         351898      1994-08-30  edgar/data/351898/0000912057-94-002872.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     497         351898      1994-09-07  edgar/data/351898/0000912057-94-002978.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     N-30D       351898      1994-08-31  edgar/data/351898/0000351898-94-000004.txt          
ACTIVE ASSETS GOVERNMENT SECURITIES TRUST                     NSAR-B      351898      1994-08-29  edgar/data/351898/0000351898-94-000003.txt          
ACTIVE ASSETS MONEY TRUST                                     24F-2NT     351895      1994-08-03  edgar/data/351895/0000351895-94-000003.txt          
ACTIVE ASSETS MONEY TRUST                                     497         351895      1994-08-25  edgar/data/351895/0000912057-94-002834.txt          
ACTIVE ASSETS MONEY TRUST                                     497         351895      1994-08-30  edgar/data/351895/0000912057-94-002872.txt          
ACTIVE ASSETS MONEY TRUST                                     497         351895      1994-09-07  edgar/data/351895/0000912057-94-002978.txt          
ACTIVE ASSETS MONEY TRUST                                     N-30D       351895      1994-08-31  edgar/data/351895/0000351895-94-000005.txt          
ACTIVE ASSETS MONEY TRUST                                     NSAR-B      351895      1994-08-26  edgar/data/351895/0000351895-94-000004.txt          
ACTIVE ASSETS TAX FREE TRUST                                  24F-2NT     351881      1994-08-03  edgar/data/351881/0000351881-94-000002.txt          
ACTIVE ASSETS TAX FREE TRUST                                  485BPOS     351881      1994-08-22  edgar/data/351881/0000912057-94-002780.txt          
ACTIVE ASSETS TAX FREE TRUST                                  497         351881      1994-08-25  edgar/data/351881/0000912057-94-002834.txt          
ACTIVE ASSETS TAX FREE TRUST                                  497         351881      1994-08-30  edgar/data/351881/0000912057-94-002872.txt          
ACTIVE ASSETS TAX FREE TRUST                                  497         351881      1994-09-07  edgar/data/351881/0000912057-94-002978.txt          
ACTIVE ASSETS TAX FREE TRUST                                  N-30D       351881      1994-08-31  edgar/data/351881/0000351881-94-000004.txt          
ACTIVE ASSETS TAX FREE TRUST                                  NSAR-B      351881      1994-08-26  edgar/data/351881/0000351881-94-000003.txt          
ACUSON CORP                                                   10-Q        717014      1994-08-15  edgar/data/717014/0000898430-94-000605.txt          
ACXIOM CORP                                                   10-Q        733269      1994-07-26  edgar/data/733269/0000904511-94-000008.txt          
ACXIOM CORP                                                   SC 13D/A    733269      1994-09-16  edgar/data/733269/0000895418-94-000003.txt          
ADC TELECOMMUNICATIONS INC                                    10-Q        61478       1994-09-07  edgar/data/61478/0000912057-94-002969.txt           
ADDINGTON RESOURCES INC                                       10-Q        810665      1994-08-15  edgar/data/810665/0000950131-94-001331.txt          
ADDISON CAPITAL SHARES INC                                    NSAR-B      794802      1994-08-26  edgar/data/794802/0000794802-94-000002.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-K/A      796486      1994-07-29  edgar/data/796486/0000950132-94-000189.txt          
ADELPHIA COMMUNICATIONS CORP                                  10-Q        796486      1994-08-15  edgar/data/796486/0000796486-94-000008.txt          
ADELPHIA COMMUNICATIONS CORP                                  DEF 14A     796486      1994-08-22  edgar/data/796486/0000950132-94-000217.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-07-26  edgar/data/905563/0000950150-94-000571.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-09-28  edgar/data/905563/0000950150-94-000643.txt          
ADIA SERVICES INC                                             10-Q        752200      1994-07-26  edgar/data/752200/0000898430-94-000515.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-07-26  edgar/data/752200/0000950150-94-000571.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-09-28  edgar/data/752200/0000950150-94-000643.txt          
ADIENCE INC                                                   10-Q        846972      1994-08-12  edgar/data/846972/0000846972-94-000015.txt          
ADOBE SYSTEMS INC                                             SC 13G/A    796343      1994-09-09  edgar/data/796343/0000729057-94-000110.txt          
ADVANCE CAPITAL I INC                                         NSAR-A      813470      1994-08-25  edgar/data/813470/0000813470-94-000002.txt          
ADVANCE PUBLICATIONS INC                                      SC 13D/A    914546      1994-09-15  edgar/data/914546/0000891836-94-000064.txt          
ADVANCED MICRO DEVICES INC                                    10-Q        2488        1994-08-01  edgar/data/2488/0000912057-94-002437.txt            
ADVANCED MICRO DEVICES INC                                    8-K         2488        1994-07-12  edgar/data/2488/0000912057-94-002284.txt            
ADVANCED MICRO DEVICES INC                                    S-8         2488        1994-08-17  edgar/data/2488/0000912057-94-002725.txt            
ADVANCED TECHNOLOGY LABORATORIES INC/                         10-Q        806086      1994-08-11  edgar/data/806086/0000806086-94-000008.txt          
ADVANCED TECHNOLOGY LABORATORIES INC/                         S-8         806086      1994-07-27  edgar/data/806086/0000806086-94-000006.txt          
ADVANTA CORP                                                  10-Q        96638       1994-08-11  edgar/data/96638/0000096638-94-000013.txt           
ADVANTA CORP                                                  424B3       96638       1994-08-23  edgar/data/96638/0000893220-94-000373.txt           
ADVANTA CORP                                                  424B3       96638       1994-08-24  edgar/data/96638/0000893220-94-000377.txt           
ADVANTA CORP                                                  424B3       96638       1994-08-25  edgar/data/96638/0000893220-94-000378.txt           
ADVANTA CORP                                                  424B3       96638       1994-08-30  edgar/data/96638/0000893220-94-000381.txt           
ADVANTA CORP                                                  424B3       96638       1994-08-30  edgar/data/96638/0000893220-94-000382.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-09  edgar/data/96638/0000893220-94-000396.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-09  edgar/data/96638/0000893220-94-000397.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-16  edgar/data/96638/0000893220-94-000398.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-16  edgar/data/96638/0000893220-94-000399.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-21  edgar/data/96638/0000893220-94-000401.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-21  edgar/data/96638/0000893220-94-000402.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-27  edgar/data/96638/0000893220-94-000403.txt           
ADVANTA CORP                                                  424B3       96638       1994-09-27  edgar/data/96638/0000893220-94-000404.txt           
ADVANTA CORP                                                  8-K         96638       1994-07-20  edgar/data/96638/0000096638-94-000012.txt           
ADVANTA CORP                                                  S-8         96638       1994-08-10  edgar/data/96638/0000893220-94-000361.txt           
ADVANTAGE GROWTH & TREASURY SECURITIES TRUST SERIES 1         485BPOS     882609      1994-07-28  edgar/data/882609/0000875626-94-000749.txt          
ADVEST GROUP INC                                              10-K/A      319489      1994-07-14  edgar/data/319489/0000319489-94-000012.txt          
ADVEST GROUP INC                                              10-Q        319489      1994-08-10  edgar/data/319489/0000319489-94-000015.txt          
ADVISORS FUND L P                                             497         825201      1994-08-05  edgar/data/825201/0000053798-94-000391.txt          
ADVISORS FUND L P                                             497         825201      1994-09-14  edgar/data/825201/0000053798-94-000458.txt          
ADVISORS FUND L P                                             N-30B-2     825201      1994-08-30  edgar/data/825201/0000053798-94-000435.txt          
ADVISORS FUND L P                                             NSAR-A      825201      1994-08-26  edgar/data/825201/0000053798-94-000417.txt          
ADVO INC                                                      10-Q        801622      1994-08-08  edgar/data/801622/0000950109-94-001403.txt          
ADVO INC                                                      SC 13G/A    801622      1994-08-04  edgar/data/801622/0000898318-94-000011.txt          
ADVOCAT INC                                                   SC 13G/A    919956      1994-07-08  edgar/data/919956/0000068100-94-000346.txt          
AEL INDUSTRIES INC                                            10-Q        4911        1994-07-11  edgar/data/4911/0000004911-94-000019.txt            
AEP ENERGY SERVICES INC                                       35-CERT     791094      1994-08-11  edgar/data/791094/0000004904-94-000069.txt          
AEP GENERATING CO /OH/                                        10-Q        857571      1994-08-12  edgar/data/857571/0000004904-94-000070.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-07-05  edgar/data/857571/0000857571-94-000006.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-08-30  edgar/data/857571/0000004904-94-000075.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-08-31  edgar/data/857571/0000857571-94-000008.txt          
AEP GENERATING CO /OH/                                        POS AMC     857571      1994-08-24  edgar/data/857571/0000857571-94-000007.txt          
AETNA INCOME SHARES                                           NSAR-A      2646        1994-08-29  edgar/data/2646/0000002646-94-000002.txt            
AETNA INVESTMENT ADVISERS FUND INC                            NSAR-A      846799      1994-08-29  edgar/data/846799/0000846799-94-000002.txt          
AETNA LIFE & CASUALTY CO                                      10-Q        2648        1994-08-15  edgar/data/2648/0000002648-94-000027.txt            
AETNA SERIES FUND INC                                         NSAR-A      877233      1994-08-29  edgar/data/877233/0000877233-94-000002.txt          
AETNA SERIES FUND INC                                         NSAR-A/A    877233      1994-09-28  edgar/data/877233/0000877233-94-000003.txt          
AETNA VARIABLE ENCORE FUND INC                                NSAR-A      2663        1994-08-29  edgar/data/2663/0000002663-94-000002.txt            
AETNA VARIABLE FUND                                           NSAR-A      2664        1994-08-26  edgar/data/2664/0000002664-94-000002.txt            
AFLAC INC                                                     10-Q        4977        1994-08-10  edgar/data/4977/0000004977-94-000017.txt            
AGCO CORP /DE                                                 SC 13G      880266      1994-09-09  edgar/data/880266/0000315066-94-001517.txt          
AGGRESSIVE STOCK TRUST                                        NSAR-A      701388      1994-08-26  edgar/data/701388/0000701388-94-000003.txt          
AGWAY INC                                                     10-K/A      2852        1994-09-23  edgar/data/2852/0000002852-94-000025.txt            
AGWAY INC                                                     8-K         2852        1994-07-19  edgar/data/2852/0000002852-94-000012.txt            
AGWAY INC                                                     8-K         2852        1994-08-23  edgar/data/2852/0000002852-94-000014.txt            
AGWAY INC                                                     8-K         2852        1994-08-31  edgar/data/2852/0000002852-94-000016.txt            
AGWAY INC                                                     8-K         2852        1994-09-29  edgar/data/2852/0000002852-94-000028.txt            
AHMANSON H F & CO /DE/                                        10-Q        771667      1994-08-15  edgar/data/771667/0000771667-94-000010.txt          
AHMANSON H F & CO /DE/                                        424B5       771667      1994-08-26  edgar/data/771667/0000899243-94-000283.txt          
AHMANSON H F & CO /DE/                                        8-K         771667      1994-08-29  edgar/data/771667/0000898430-94-000646.txt          
AHMANSON H F & CO /DE/                                        S-3/A       771667      1994-08-22  edgar/data/771667/0000898430-94-000619.txt          
AHMANSON H F & CO /DE/                                        S-3/A       771667      1994-08-31  edgar/data/771667/0000898430-94-000652.txt          
AIM CONVERTIBLE SECURITIES INC                                NSAR-B/A    225208      1994-08-30  edgar/data/225208/0000225208-94-000011.txt          
AIM CONVERTIBLE SECURITIES INC                                NSAR-B/A    225208      1994-08-31  edgar/data/225208/0000225208-94-000012.txt          
AIM CONVERTIBLE SECURITIES INC                                NSAR-B/A    225208      1994-09-06  edgar/data/225208/0000225208-94-000014.txt          
AIM EQUITY FUNDS INC                                          NSAR-A/A    105377      1994-08-19  edgar/data/105377/0000105377-94-000004.txt          
AIM EQUITY FUNDS INC                                          NSAR-B/A    105377      1994-08-26  edgar/data/105377/0000105377-94-000005.txt          
AIM EQUITY FUNDS INC                                          NSAR-B/A    105377      1994-08-30  edgar/data/105377/0000105377-94-000006.txt          
AIM EQUITY FUNDS INC                                          NSAR-B/A    105377      1994-09-14  edgar/data/105377/0000105377-94-000007.txt          
AIM EQUITY FUNDS INC                                          NSAR-B/A    105377      1994-09-15  edgar/data/105377/0000105377-94-000008.txt          
AIM FUNDS GROUP/DE                                            NSAR-A      19034       1994-08-30  edgar/data/19034/0000019034-94-000004.txt           
AIM FUNDS GROUP/DE                                            NSAR-B/A    19034       1994-08-19  edgar/data/19034/0000019034-94-000002.txt           
AIM FUNDS GROUP/DE                                            NSAR-B/A    19034       1994-08-26  edgar/data/19034/0000019034-94-000003.txt           
AIM HIGH YIELD SECURITIES INC                                 NSAR-B/A    216115      1994-08-29  edgar/data/216115/0000216115-94-000003.txt          
AIM HIGH YIELD SECURITIES INC                                 NSAR-B/A    216115      1994-08-31  edgar/data/216115/0000216115-94-000004.txt          
AIM HIGH YIELD SECURITIES INC                                 NSAR-B/A    216115      1994-08-31  edgar/data/216115/0000216115-94-000005.txt          
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-B/A    842790      1994-09-14  edgar/data/842790/0000842790-94-000002.txt          
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-B/A    842790      1994-09-14  edgar/data/842790/0000842790-94-000003.txt          
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-B/A    842790      1994-09-29  edgar/data/842790/0000842790-94-000004.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-A      844778      1994-08-29  edgar/data/844778/0000844778-94-000008.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-B/A    844778      1994-08-19  edgar/data/844778/0000844778-94-000005.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-B/A    844778      1994-08-19  edgar/data/844778/0000844778-94-000006.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-B/A    844778      1994-08-26  edgar/data/844778/0000844778-94-000007.txt          
AIM STRATEGIC INCOME FUND INC                                 NSAR-B/A    844778      1994-08-31  edgar/data/844778/0000844778-94-000009.txt          
AIM SUMMIT FUND INC                                           NSAR-A/A    701748      1994-08-19  edgar/data/701748/0000701748-94-000002.txt          
AIM SUMMIT FUND INC                                           NSAR-B/A    701748      1994-08-26  edgar/data/701748/0000701748-94-000003.txt          
AIM SUMMIT FUND INC                                           NSAR-B/A    701748      1994-08-26  edgar/data/701748/0000701748-94-000004.txt          
AIM SUMMIT FUND INC                                           NSAR-B/A    701748      1994-08-31  edgar/data/701748/0000701748-94-000005.txt          
AIM TAX EXEMPT FUNDS INC                                      NSAR-B/A    814723      1994-08-23  edgar/data/814723/0000814723-94-000002.txt          
AIM TAX EXEMPT FUNDS INC/NEW                                  NSAR-B/A    909466      1994-08-26  edgar/data/909466/0000909466-94-000004.txt          
AIM TAX FREE FUNDS INC                                        NSAR-B      909466      1994-07-08  edgar/data/909466/0000909466-94-000001.txt          
AIM VARIABLE INSURANCE FUNDS INC                              NSAR-A      896435      1994-09-29  edgar/data/896435/0000896435-94-000007.txt          
AIM VARIABLE INSURANCE FUNDS INC                              NSAR-A/A    896435      1994-08-22  edgar/data/896435/0000896435-94-000002.txt          
AIR & WATER TECHNOLOGIES CORP                                 10-Q        823556      1994-09-14  edgar/data/823556/0000823556-94-000006.txt          
AIR & WATER TECHNOLOGIES CORP                                 10-Q/A      823556      1994-09-20  edgar/data/823556/0000823556-94-000007.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           10-Q        700674      1994-08-11  edgar/data/700674/0000700674-94-000006.txt          
AIR PRODUCTS & CHEMICALS INC /DE/                             10-Q        2969        1994-08-12  edgar/data/2969/0000950123-94-001321.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-07-25  edgar/data/2969/0000950123-94-001205.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-09-20  edgar/data/2969/0000950123-94-001525.txt            
AIRBORNE FREIGHT CORP /DE/                                    10-Q        3000        1994-08-12  edgar/data/3000/0000003000-94-000012.txt            
AIRGAS INC                                                    SC 13D/A    804212      1994-07-13  edgar/data/804212/0000950115-94-000210.txt          
AIRTOUCH COMMUNICATIONS                                       10-Q        904255      1994-08-12  edgar/data/904255/0000950149-94-000168.txt          
AIRTOUCH COMMUNICATIONS                                       8-K         904255      1994-07-25  edgar/data/904255/0000950149-94-000149.txt          
AIRTRAN CORP                                                  SC 13D/A    835768      1994-07-20  edgar/data/835768/0000315066-94-001414.txt          
AIRTRAN CORP                                                  SC 13D/A    835768      1994-07-28  edgar/data/835768/0000315066-94-001418.txt          
ALABAMA GAS CORP                                              10-Q        3146        1994-08-12  edgar/data/3146/0000277595-94-000016.txt            
ALABAMA POWER CO                                              10-Q        3153        1994-08-15  edgar/data/3153/0000950144-94-001496.txt            
ALASKA AIR GROUP INC                                          10-Q        766421      1994-08-09  edgar/data/766421/0000766421-94-000013.txt          
ALBANY INTERNATIONAL CORP /DE/                                10-Q        819793      1994-08-11  edgar/data/819793/0000912057-94-002591.txt          
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000017.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000018.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000019.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000020.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000022.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000023.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000024.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000025.txt            
ALBERTO CULVER CO                                             SC 13D/A    3327        1994-09-16  edgar/data/3327/0000003327-94-000026.txt            
ALBERTSONS INC /DE/                                           10-Q        3333        1994-09-09  edgar/data/3333/0000003333-94-000006.txt            
ALBERTSONS INC /DE/                                           11-K        3333        1994-07-28  edgar/data/3333/0000003333-94-000005.txt            
ALC COMMUNICATIONS CORP                                       10-Q        783425      1994-08-15  edgar/data/783425/0000950124-94-001377.txt          
ALC COMMUNICATIONS CORP                                       10-Q/A      783425      1994-09-22  edgar/data/783425/0000950124-94-001483.txt          
ALCAN ALUMINIUM LTD /NEW                                      SC 13G      4285        1994-09-09  edgar/data/4285/0000315066-94-001518.txt            
ALCO CAPITAL RESOURCE INC                                     10-Q        922255      1994-08-12  edgar/data/922255/0000950109-94-001497.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-12  edgar/data/922255/0000950109-94-001182.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-13  edgar/data/922255/0000950109-94-001190.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-13  edgar/data/922255/0000950109-94-001191.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-13  edgar/data/922255/0000950109-94-001192.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-13  edgar/data/922255/0000950109-94-001193.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-15  edgar/data/922255/0000950109-94-001204.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-15  edgar/data/922255/0000950109-94-001205.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-15  edgar/data/922255/0000950109-94-001206.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-15  edgar/data/922255/0000950109-94-001207.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-21  edgar/data/922255/0000950109-94-001227.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-21  edgar/data/922255/0000950109-94-001228.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-21  edgar/data/922255/0000950109-94-001229.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-07-21  edgar/data/922255/0000950109-94-001230.txt          
ALCO CAPITAL RESOURCE INC                                     424B3       922255      1994-08-03  edgar/data/922255/0000950109-94-001351.txt          
ALCO CAPITAL RESOURCE INC                                     424B3       922255      1994-08-03  edgar/data/922255/0000950109-94-001352.txt          
