Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    December 31, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
ADELPHIA COMMUNICATIONS CORP                                  8-K/A       796486      1994-11-16  edgar/data/796486/0000796486-94-000014.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-10-18  edgar/data/905563/0000950150-94-000667.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-11-16  edgar/data/905563/0000950150-94-000732.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-11-30  edgar/data/905563/0000950150-94-000754.txt          
ADIA S A/ADIA HOLDINGS INC                                    SC 13D/A    905563      1994-12-02  edgar/data/905563/0000950150-94-000759.txt          
ADIA SERVICES INC                                             10-Q        752200      1994-11-14  edgar/data/752200/0000898430-94-000861.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-10-18  edgar/data/752200/0000950150-94-000667.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-11-16  edgar/data/752200/0000950150-94-000732.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-11-30  edgar/data/752200/0000950150-94-000754.txt          
ADIA SERVICES INC                                             SC 13D/A    752200      1994-12-02  edgar/data/752200/0000950150-94-000759.txt          
ADIENCE INC                                                   10-Q        846972      1994-10-21  edgar/data/846972/0000846972-94-000017.txt          
ADIENCE INC                                                   10-Q/A      846972      1994-12-13  edgar/data/846972/0000846972-94-000019.txt          
ADJUSTABLE RATE SECURITIES PORTFOLIOS                         NSAR-B      872687      1994-12-29  edgar/data/872687/0000872687-94-000002.txt          
ADVANCED MICRO DEVICES INC                                    10-Q        2488        1994-11-04  edgar/data/2488/0000898430-94-000804.txt            
ADVANCED TECHNOLOGY LABORATORIES INC/                         10-Q        806086      1994-11-14  edgar/data/806086/0000806086-94-000010.txt          
ADVANTA CORP                                                  10-Q        96638       1994-11-14  edgar/data/96638/0000096638-94-000016.txt           
ADVANTA CORP                                                  424B2       96638       1994-12-22  edgar/data/96638/0000893220-94-000508.txt           
ADVANTA CORP                                                  424B3       96638       1994-10-07  edgar/data/96638/0000893220-94-000414.txt           
ADVANTA CORP                                                  424B3       96638       1994-10-31  edgar/data/96638/0000893220-94-000427.txt           
ADVANTA CORP                                                  424B3       96638       1994-11-04  edgar/data/96638/0000893220-94-000435.txt           
ADVANTA CORP                                                  424B3       96638       1994-11-23  edgar/data/96638/0000893220-94-000479.txt           
ADVANTA CORP                                                  8-K         96638       1994-10-19  edgar/data/96638/0000096638-94-000015.txt           
ADVANTA CORP                                                  8-K         96638       1994-12-22  edgar/data/96638/0000893220-94-000504.txt           
ADVEST GROUP INC                                              10-K        319489      1994-12-22  edgar/data/319489/0000319489-94-000018.txt          
ADVEST GROUP INC                                              DEF 14A     319489      1994-12-21  edgar/data/319489/0000898430-94-000963.txt          
ADVEST GROUP INC                                              S-8         319489      1994-11-01  edgar/data/319489/0000319489-94-000017.txt          
ADVO INC                                                      10-K        801622      1994-12-15  edgar/data/801622/0000950109-94-002305.txt          
ADVO INC                                                      DEF 14A     801622      1994-12-15  edgar/data/801622/0000950109-94-002304.txt          
AEL INDUSTRIES INC                                            10-Q        4911        1994-10-07  edgar/data/4911/0000004911-94-000021.txt            
AEP ENERGY SERVICES INC                                       35-CERT     791094      1994-11-14  edgar/data/791094/0000004904-94-000094.txt          
AEP GENERATING CO /OH/                                        10-Q        857571      1994-11-14  edgar/data/857571/0000004904-94-000096.txt          
AEP GENERATING CO /OH/                                        35-CERT     857571      1994-11-29  edgar/data/857571/0000004904-94-000107.txt          
AEP GENERATING CO /OH/                                        POS AMC     857571      1994-10-04  edgar/data/857571/0000857571-94-000009.txt          
AETNA CAPITAL LLC                                             424B3       920840      1994-10-07  edgar/data/920840/0000950103-94-003595.txt          
AETNA CAPITAL LLC                                             424B5       920840      1994-11-08  edgar/data/920840/0000950123-94-001797.txt          
AETNA CAPITAL LLC                                             424B5       920840      1994-11-16  edgar/data/920840/0000950123-94-001892.txt          
AETNA CAPITAL LLC                                             8-A12B/A    920840      1994-11-09  edgar/data/920840/0000950103-94-003647.txt          
AETNA CAPITAL LLC                                             S-3/A       920840      1994-10-06  edgar/data/920840/0000950103-94-003567.txt          
AETNA LIFE & CASUALTY CO                                      10-Q        2648        1994-10-28  edgar/data/2648/0000002648-94-000030.txt            
AETNA LIFE & CASUALTY CO                                      424B3       2648        1994-10-07  edgar/data/2648/0000950103-94-003595.txt            
AETNA LIFE & CASUALTY CO                                      424B5       2648        1994-11-08  edgar/data/2648/0000950123-94-001797.txt            
AETNA LIFE & CASUALTY CO                                      424B5       2648        1994-11-16  edgar/data/2648/0000950123-94-001892.txt            
AETNA LIFE & CASUALTY CO                                      8-A12B/A    2648        1994-11-09  edgar/data/2648/0000950103-94-003647.txt            
AETNA LIFE & CASUALTY CO                                      8-K         2648        1994-10-04  edgar/data/2648/0000002648-94-000029.txt            
AETNA LIFE & CASUALTY CO                                      8-K         2648        1994-11-07  edgar/data/2648/0000002648-94-000031.txt            
AETNA LIFE & CASUALTY CO                                      8-K         2648        1994-11-14  edgar/data/2648/0000002648-94-000032.txt            
AETNA LIFE & CASUALTY CO                                      8-K         2648        1994-11-22  edgar/data/2648/0000950103-94-003670.txt            
AETNA LIFE & CASUALTY CO                                      8-K         2648        1994-12-30  edgar/data/2648/0000002648-94-000039.txt            
AETNA LIFE & CASUALTY CO                                      S-3/A       2648        1994-10-06  edgar/data/2648/0000950103-94-003567.txt            
AETNA SERIES FUND INC                                         NSAR-B      877233      1994-12-29  edgar/data/877233/0000877233-94-000004.txt          
AFD EXCHANGE RESERVES                                         NSAR-B      917713      1994-11-29  edgar/data/917713/0000917713-94-000002.txt          
AFLAC INC                                                     10-Q        4977        1994-11-10  edgar/data/4977/0000004977-94-000024.txt            
AGWAY INC                                                     10-Q        2852        1994-11-14  edgar/data/2852/0000002852-94-000040.txt            
AGWAY INC                                                     424B2       2852        1994-10-28  edgar/data/2852/0000002852-94-000038.txt            
AGWAY INC                                                     POS AM      2852        1994-12-22  edgar/data/2852/0000002852-94-000045.txt            
AGWAY INC                                                     S-3         2852        1994-10-11  edgar/data/2852/0000002852-94-000032.txt            
AGWAY INC                                                     SC 13G/A    2852        1994-10-13  edgar/data/2852/0000002852-94-000034.txt            
AGWAY INC                                                     SC 13G/A    2852        1994-11-18  edgar/data/2852/0000002852-94-000042.txt            
AHMANSON H F & CO /DE/                                        10-Q        771667      1994-11-14  edgar/data/771667/0000771667-94-000013.txt          
AIM EQUITY FUNDS INC                                          NSAR-B      105377      1994-12-29  edgar/data/105377/0000105377-94-000009.txt          
AIM INTERNATIONAL FUNDS INC                                   NSAR-B      880859      1994-12-30  edgar/data/880859/0000880859-94-000002.txt          
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-B/A    842790      1994-10-26  edgar/data/842790/0000842790-94-000006.txt          
AIM INVESTMENT SECURITIES FUNDS INC                           NSAR-B/A    842790      1994-10-26  edgar/data/842790/0000842790-94-000007.txt          
AIM SUMMIT FUND INC                                           NSAR-B      701748      1994-12-27  edgar/data/701748/0000701748-94-000006.txt          
AIM SUMMIT FUND INC                                           NSAR-B/A    701748      1994-12-29  edgar/data/701748/0000701748-94-000007.txt          
AIM TAX EXEMPT FUNDS INC/NEW                                  NSAR-A      909466      1994-11-29  edgar/data/909466/0000909466-94-000005.txt          
AIM VARIABLE INSURANCE FUNDS INC                              NSAR-A/A    896435      1994-10-31  edgar/data/896435/0000896435-94-000009.txt          
AIR EXPRESS INTERNATIONAL CORP /DE/                           10-Q        700674      1994-11-14  edgar/data/700674/0000700674-94-000009.txt          
AIR PRODUCTS & CHEMICALS INC /DE/                             10-K/A      2969        1994-12-08  edgar/data/2969/0000950123-94-002010.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001987.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001988.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001989.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001991.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001992.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001993.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001994.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             424B3       2969        1994-12-07  edgar/data/2969/0000950123-94-001995.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-10-24  edgar/data/2969/0000950123-94-001699.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             8-K         2969        1994-10-26  edgar/data/2969/0000950123-94-001719.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             DEF 14A     2969        1994-12-08  edgar/data/2969/0000950115-94-000257.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             S-8         2969        1994-12-22  edgar/data/2969/0000950123-94-002076.txt            
AIR PRODUCTS & CHEMICALS INC /DE/                             S-8         2969        1994-12-22  edgar/data/2969/0000950123-94-002078.txt            
AIRBORNE FREIGHT CORP /DE/                                    10-Q        3000        1994-11-10  edgar/data/3000/0000003000-94-000014.txt            
AIRBORNE FREIGHT CORP /DE/                                    SC 13G/A    3000        1994-12-09  edgar/data/3000/0000315066-94-001841.txt            
AIRLIE GROUP LP ET AL                                         SC 13D/A    904429      1994-10-28  edgar/data/904429/0000897423-94-000052.txt          
AIRTOUCH COMMUNICATIONS                                       10-Q        904255      1994-11-10  edgar/data/904255/0000950149-94-000246.txt          
AIRTOUCH COMMUNICATIONS                                       8-K         904255      1994-10-03  edgar/data/904255/0000950149-94-000219.txt          
AIRTOUCH COMMUNICATIONS                                       8-K         904255      1994-11-03  edgar/data/904255/0000950149-94-000232.txt          
AIRTOUCH COMMUNICATIONS                                       8-K         904255      1994-12-19  edgar/data/904255/0000950149-94-000269.txt          
AIRTOUCH COMMUNICATIONS                                       S-8         904255      1994-12-27  edgar/data/904255/0000950149-94-000274.txt          
AIRTOUCH COMMUNICATIONS                                       S-8         904255      1994-12-27  edgar/data/904255/0000950149-94-000275.txt          
AIRTOUCH COMMUNICATIONS                                       S-8         904255      1994-12-27  edgar/data/904255/0000950149-94-000276.txt          
ALABAMA GAS CORP                                              10-K        3146        1994-12-28  edgar/data/3146/0000950144-94-002172.txt            
ALABAMA POWER CO                                              10-Q        3153        1994-11-14  edgar/data/3153/0000950144-94-001977.txt            
ALABAMA TAX FREE PORTFOLIO                                    NSAR-BT     892270      1994-10-27  edgar/data/892270/0000892270-94-000002.txt          
ALASKA AIR GROUP INC                                          10-Q        766421      1994-11-14  edgar/data/766421/0000766421-94-000017.txt          
ALASKA AIR GROUP INC                                          SC 13G/A    766421      1994-11-08  edgar/data/766421/0000732812-94-000019.txt          
ALBANY INTERNATIONAL CORP /DE/                                10-Q        819793      1994-11-04  edgar/data/819793/0000912057-94-003681.txt          
ALBANY INTERNATIONAL CORP /DE/                                10-Q/A      819793      1994-12-21  edgar/data/819793/0000912057-94-004260.txt          
ALBEMARLE INVESTMENT TRUST/                                   NSAR-B      812073      1994-11-04  edgar/data/812073/0000812073-94-000003.txt          
ALBERTSONS INC /DE/                                           10-Q        3333        1994-12-14  edgar/data/3333/0000003333-94-000008.txt            
ALC COMMUNICATIONS CORP                                       10-Q        783425      1994-11-14  edgar/data/783425/0000950124-94-001705.txt          
ALC COMMUNICATIONS CORP                                       10-Q/A      783425      1994-10-14  edgar/data/783425/0000950124-94-001557.txt          
ALC COMMUNICATIONS CORP                                       10-Q/A      783425      1994-12-09  edgar/data/783425/0000950124-94-001831.txt          
ALCO CAPITAL RESOURCE INC                                     10-K        922255      1994-12-20  edgar/data/922255/0000950109-94-002344.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-11-18  edgar/data/922255/0000950109-94-002162.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-11-18  edgar/data/922255/0000950109-94-002163.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-11-22  edgar/data/922255/0000950109-94-002195.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-12-01  edgar/data/922255/0000950109-94-002229.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-12-02  edgar/data/922255/0000950109-94-002240.txt          
ALCO CAPITAL RESOURCE INC                                     424B2       922255      1994-12-02  edgar/data/922255/0000950109-94-002241.txt          
ALCO HEALTH SERVICES CORP                                     10-K        731269      1994-12-22  edgar/data/731269/0000950109-94-002378.txt          
ALCO STANDARD CORP                                            10-K        3370        1994-11-29  edgar/data/3370/0000950109-94-002217.txt            
ALCO STANDARD CORP                                            10-K/A      3370        1994-11-30  edgar/data/3370/0000950109-94-002223.txt            
ALCO STANDARD CORP                                            DEF 14A     3370        1994-12-01  edgar/data/3370/0000950109-94-002234.txt            
ALCO STANDARD CORP                                            PRE 14A     3370        1994-11-18  edgar/data/3370/0000950109-94-002159.txt            
ALCO STANDARD CORP                                            S-1         3370        1994-12-19  edgar/data/3370/0000950109-94-002338.txt            
ALCO STANDARD CORP                                            S-3         3370        1994-10-07  edgar/data/3370/0000950109-94-001827.txt            
ALCO STANDARD CORP                                            S-3         3370        1994-11-14  edgar/data/3370/0000950109-94-002108.txt            
ALCO STANDARD CORP                                            S-3         3370        1994-11-14  edgar/data/3370/0000950109-94-002110.txt            
ALCO STANDARD CORP                                            S-8         3370        1994-11-15  edgar/data/3370/0000950109-94-002126.txt            
ALCO STANDARD CORP                                            S-8         3370        1994-11-15  edgar/data/3370/0000950109-94-002127.txt            
ALCOA INTERNATIONAL HOLDINGS CO                               10-Q        836243      1994-11-10  edgar/data/836243/0000836243-94-000007.txt          
ALEXANDER & ALEXANDER SERVICES INC                            10-Q        3449        1994-11-14  edgar/data/3449/0000003449-94-000015.txt            
ALEXANDER & ALEXANDER SERVICES INC                            8-K         3449        1994-10-03  edgar/data/3449/0000003449-94-000011.txt            
ALEXANDER & ALEXANDER SERVICES INC                            S-3/A       3449        1994-11-28  edgar/data/3449/0000950112-94-003037.txt            
ALEXANDER & ALEXANDER SERVICES INC                            SC 13G/A    3449        1994-11-15  edgar/data/3449/0000950144-94-002015.txt            
ALEXANDER & BALDWIN INC                                       SC 13G/A    3453        1994-11-15  edgar/data/3453/0000950144-94-002017.txt            
ALEXANDER HAMILTON MUTUAL FUNDS                               497         910054      1994-11-28  edgar/data/910054/0000910054-94-000008.txt          
ALGER DEFINED CONTRIBUTION TRUST                              NSAR-B      911415      1994-12-29  edgar/data/911415/0000911415-94-000008.txt          
ALGER FUND                                                    NSAR-B      3521        1994-12-29  edgar/data/3521/0000003521-94-000004.txt            
ALISSA SAAD A /DC/                                            SC 13D/A    906143      1994-10-20  edgar/data/906143/0000906143-94-000002.txt          
ALISSA SAAD A /DC/                                            SC 13D/A    906143      1994-11-21  edgar/data/906143/0000906143-94-000005.txt          
ALLEGHANY CORP /DE                                            10-Q        775368      1994-11-10  edgar/data/775368/0000906416-94-000078.txt          
ALLEGHANY CORP /DE                                            8-K         775368      1994-12-29  edgar/data/775368/0000906416-94-000085.txt          
ALLEGHANY CORP /DE                                            S-3/A       775368      1994-12-22  edgar/data/775368/0000906416-94-000084.txt          
ALLEGHANY CORP /DE                                            S-3/A       775368      1994-12-29  edgar/data/775368/0000906416-94-000086.txt          
ALLEGHANY CORP /DE                                            S-8 POS     775368      1994-12-21  edgar/data/775368/0000906416-94-000083.txt          
ALLEGHANY CORP /DE                                            SC 13D/A    775368      1994-10-14  edgar/data/775368/0000906416-94-000065.txt          
ALLEGHANY CORP /DE                                            SC 13D/A    775368      1994-11-14  edgar/data/775368/0000906416-94-000079.txt          
ALLEGHENY & WESTERN ENERGY CORP                               10-K/A      351547      1994-10-28  edgar/data/351547/0000899681-94-000172.txt          
ALLEGHENY & WESTERN ENERGY CORP                               10-Q        351547      1994-11-14  edgar/data/351547/0000351547-94-000018.txt          
ALLEGHENY & WESTERN ENERGY CORP                               8-K         351547      1994-10-04  edgar/data/351547/0000899681-94-000154.txt          
ALLEGHENY LUDLUM CORP                                         10-Q        811929      1994-11-14  edgar/data/811929/0000811929-94-000026.txt          
ALLEGHENY LUDLUM CORP                                         SC 13D/A    811929      1994-10-07  edgar/data/811929/0000898431-94-000037.txt          
ALLEGHENY LUDLUM CORP                                         SC 13D/A    811929      1994-11-09  edgar/data/811929/0000898431-94-000043.txt          
ALLEGHENY POWER SYSTEM INC                                    10-Q        3673        1994-11-14  edgar/data/3673/0000003673-94-000096.txt            
ALLEGHENY POWER SYSTEM INC                                    35-CERT     3673        1994-10-03  edgar/data/3673/0000003673-94-000082.txt            
ALLEGHENY POWER SYSTEM INC                                    35-CERT     3673        1994-10-18  edgar/data/3673/0000003673-94-000086.txt            
ALLEGHENY POWER SYSTEM INC                                    35-CERT     3673        1994-11-16  edgar/data/3673/0000003673-94-000099.txt            
ALLEGHENY POWER SYSTEM INC                                    35-CERT     3673        1994-11-18  edgar/data/3673/0000003673-94-000101.txt            
ALLEGHENY POWER SYSTEM INC                                    35-CERT     3673        1994-12-16  edgar/data/3673/0000003673-94-000106.txt            
ALLEGHENY POWER SYSTEM INC                                    POS AMC     3673        1994-11-10  edgar/data/3673/0000003673-94-000092.txt            
ALLEGHENY POWER SYSTEM INC                                    POS AMC     3673        1994-11-14  edgar/data/3673/0000003673-94-000094.txt            
ALLEGHENY POWER SYSTEM INC                                    S-3D        3673        1994-12-22  edgar/data/3673/0000003673-94-000108.txt            
ALLEGHENY POWER SYSTEM INC                                    U-1         3673        1994-10-19  edgar/data/3673/0000003673-94-000089.txt            
ALLEGHENY POWER SYSTEM INC                                    U-1/A       3673        1994-11-23  edgar/data/3673/0000003673-94-000104.txt            
ALLEN GROUP INC                                               10-Q        3721        1994-11-14  edgar/data/3721/0000003721-94-000036.txt            
ALLEN GROUP INC                                               SC 13D/A    3721        1994-11-17  edgar/data/3721/0000807249-94-000115.txt            
